ID,観光地名,ふりがな,地域ブロック,市町村,住所１（地番まで),住所２（マンション名等）,緯度,経度,説明,電話番号,ファックス,公共交通,車,駐車場,営業時間,定休日,料金,ユニバーサル対応トイレ,ユニバーサル対応駐車場,ユニバーサル対応その他,備考,ホームページURL,テーマ,カテゴリ,サブカテゴリ,分類キーワード
1172,入間川自転車道,イルマガワジテンシャドウ,西部地域,川越市,入間大橋～狭山市豊水橋（２２．８ｋｍ）,,35.9414629,139.5347786,川越市の入間大橋～狭山市の豊水橋までの全長２２．８ｋｍのサイクリングコースです。平坦なコースなので、スポーツバイク初心者の方でも安心して走れます。川越市の安比奈親水公園の中も通っており、雄大な自然を楽しめるほか、入間大橋から荒川自転車道に接続することが出来ます。,048-830-5103（埼玉県道路環境課）,,"＜入間大橋まで＞
ＪＲ「川越駅」下車　徒歩約９０分","＜入間大橋まで＞
関越自動車道「川越」ＩＣより約３０分",,常時開放,なし,無料,,,,,http://www.pref.saitama.lg.jp/site/gurutto/saikuru.html,遊・体,アウトドア・スポーツ,サイクリング,サイクリング
1173,名栗・河川広場,ナグリカセンヒロバ,西部地域,飯能市,下名栗,,35.8698344,139.1865353,名栗湖のある有馬渓谷の裾野に広がるキャンプ場です。浅瀬なので、安心して川遊びが出来るほか、車の乗り入れが出来ますので、オートキャンプやバーベキューに大変人気があります。また、埼玉県内では珍しく、初夏には大自然の中でのホタルも見られる場合があります。,"042-979-1528（河川広場駐車場）
02-979-1515（飯能市観光協会名栗支部）",,西武池袋線「飯能駅」下車　徒歩約１８０分,首都圏中央連絡自動車道「青梅」ＩＣより約３０分,,"４月から１１月のみ営業
チェックイン、チェックアウト時間なし",営業期間中は無休,"＜宿泊＞
普通車１台につき一泊２、５００円/追加一日１、０００円
＜日帰りバーベキュー＞
普通車一台につき１，０００円",,,,※予約の受付は不可なので、シーズン中はお早めのお越しをお願い致します。特に土・日、大型連休中は非常に混雑しています。,http://nagurikankou.com/kasenhiroba.html,遊・体,アウトドア・スポーツ,キャンプ,バーベキュー キャンプ
1174,羽生スカイフェスタ,はにゅうすかいふぇすた,東部地域,羽生市,上新郷7066（道の駅はにゅう付近）,,36.1887539,139.5109368,「道の駅はにゅう」に隣接する利根川河川敷で、毎年５月に開催される埼玉県内では唯一の気球大会です。他にも係留バルーン搭乗体験やふわふわバルーン体験、ペットボトルロケット打ち上げ、ラジコン飛行機の展示、モーターパラグライダーなど様々な関連イベントも同時開催されます。,048-560-3111（羽生市役所商工観光課）,048-560-3110（羽生市役所商工観光課）,東武伊勢崎線「羽生駅」下車　徒歩約４５分,東北自動車道「羽生」ＩＣより約２０分,,例年５月上旬に開催,-,-,,,,,http://www.city.hanyu.lg.jp/kurashi/madoguchi/syoukou/02_culture/02_kankou/skyfesta/skyfesta.html,観・楽,祭り・伝統芸能,祭り,体験
1175,毘沙門水,ビシャモンスイ,秩父地域,小鹿野町,藤倉678付近,,36.05156245,138.9435124,カルシウム分とミネラル分豊富な自然水で、小鹿野の白石山から湧き出る名水です。環境省選定の「平成の水百選」にも選出されており、ペットボトルご持参の上で、汲み取りも頂けます。また、「道の駅　両神温泉薬師の湯」では、毘沙門水のペットボトルでの販売も行っています。,0494-75-1238（小鹿野町役場総合政策課）,,西武秩父線「西武秩父駅」下車　西武観光バス栗尾行き「小鹿野役場バス停」にて乗り換え、西武観光バス長沢行き「馬上バス停」より徒歩約３分,関越自動車道「花園」ＩＣより約７０分,-,常時開放,なし,維持協力金をお願いしています,-,-,-,,,食・買,物産・おみやげ,物産販売店・観光案内所・その他,食品 郷土景観
1176,多宝寺,タホウジ,秩父地域,長瀞町,大字本野上40-1,,36.1135145,139.11585,長瀞の秋の風物詩として知られている「七草寺」の一つである多宝寺は、例年６月中旬頃より桔梗が白と紫の花を咲かせています。また、万葉集では山上憶良が「萩の花、尾花、葛花、なでしこの花、をみなへし、また藤袴、朝貌の花」と歌を詠んでおり、この歌に詠まれる朝貌（あさがお）とは桔梗を指していると言われています。,0494-66-2268（多宝寺）,,秩父鉄道「野上駅」下車　徒歩約１０分,関越自動車道「花園」ＩＣより約３０分,,常時開放,なし,無料,,,,,http://www.chichibu.co.jp/hana/2003/nagatoro_kikyou/,観・楽,神社・仏閣,寺院,社寺 花
1177,鬼鎮神社,キジンジンジャ,西部地域,嵐山町,大字川島1898,,36.0498776,139.3337972,１１８２年、畠山重忠が菅谷館築造の際に鬼門除けとして金棒を持った鬼の像を奉納したのが始まりとされています。「鬼」を祭った全国でも珍しい神社で、毎年２月３日には「福はうち、鬼はうち、悪魔そと」という変わった掛け声の節分祭が催されています。また、勝利の神の神社としても知られ、戦時中は軍人が武運を祈ったことでも知られています。,0493-62-2131（鬼鎮神社）,,東武東上線「武蔵嵐山駅」下車　徒歩約１５分,関越自動車道「嵐山小川」ＩＣより約１５分,,常時開放,なし,無料,,,,,,観・楽,神社・仏閣,神社,社寺
1178,こうのす花火大会,こうのすはなびたいかい,中央地域,鴻巣市,糠田1073-1　（糠田運動場および荒川河川敷）,,36.06186665,139.4837093,１５，０００発もの花火が打ち上げられる埼玉県内でも大規模な花火大会です。鴻巣市を代表する夏の風物詩として親しまれており、例年１０万人近くの人出で賑わいます。花火大会は５０以上ものプログラムで構成されており、「正三尺玉」は関東一との好評を得ています。,048-541-1008（鴻巣市商工会）,,ＪＲ高崎線「鴻巣駅」下車　徒歩約３０分,東北自動車道「久喜」ＩＣより約５０分,,例年７月下旬,-,"無料
※例年、有料桟敷席を限定で販売しています。",,,,"※交通規制のため、大会当日の夜の「田間宮コース・北鴻巣駅西口発」のフラワーバスは欠航となる場合がありますので、詳細はお問い合わせ下さい。
",http://kounosuhanabi.web.fc2.com/,観・楽,祭り・伝統芸能,祭り,体験
1179,大杉神社のあばれみこし,オオスギジンジャノアバレミコシ,北部地域,熊谷市,葛和田（葛和田大杉神社）,,36.1998412,139.4242539,"旧妻沼には、利根川に生きた人々の名残を今に伝える伝統行事も多く伝わっています。大杉神社夏祭りの一環として行われるこの神輿は、関東三大あばれ神輿の一つとして有名です。大杉囃子の行列とともに練り歩き、途中、利根川に入り神輿の上で猛者達が揉み合う様は実に勇壮です。（原則として例年７月２７日に近い日曜日に開催されます。）
",048-524-1111（熊谷市観光協会）,,"ＪＲ高崎線「熊谷駅」下車　北口国際十王バス「葛和田」行き終点「葛和田」バス停より
",関越自動車道「東松山」ＩＣより約４０分,,原則として例年７月２７日に近い日曜日に開催,-,-,,,,,http://www.city.kumagaya.lg.jp/kanko/matsuri/osugijinja.html,観・楽,祭り・伝統芸能,伝統芸能,
1180,出来島のあばれみこし,デキシマノアバレミコシ,北部地域,熊谷市,出来島（八坂神社）,,36.2375412,139.3493842,「出来島八坂神社の祭礼」は東の大杉様に対し、西のあばれみこしとして有名です。出来島八坂神社夏祭りの一環として行なわれ、当日は早朝より出来島地区全域を練り歩き、夕方の５時頃より利根川に入り、立てたとんぼの上から川面にダイビングする姿は勇壮で、県下有数の奇祭として知られています。,048-524-1111（熊谷市観光協会）,,ＪＲ高崎線「籠原駅」下車　徒歩約５０分,関越自動車道「花園」ＩＣより約４５分,,原則として例年７月２５日に近い日曜日に開催されます。,-,-,,,,,http://www.city.kumagaya.lg.jp/kanko/matsuri/dekijima.html,観・楽,祭り・伝統芸能,伝統芸能,
1181,寄居町観光案内所,ヨリイマチカンコウアンナイジョ,北部地域,寄居町,大字寄居1133-24,,36.1172042,139.194728,寄居町の観光と物産のインフォメーションセンターです。観光パンフレットなどを用意しているほか、とれたての新鮮野菜や果物、清酒、味噌等の特産品の販売も行っています。,048-581-3012（寄居町観光協会）,,秩父鉄道・東武鉄道・ＪＲ八高線「寄居駅」南口下車　すぐ,皆野寄居有料道路「寄居風布」ＩＣより約１０分,,８：３０～１７：００,"・月曜日（祝日の場合は営業、翌日休み）
・ＧＷ
・年末年始",-,,,,,http://www.yorii.or.jp/~kanko/shoping.htm,食・買,物産・おみやげ,物産販売店・観光案内所・その他,農産物直売所 おみやげ 食品
1182,長瀞町観光案内所,ナガトロマチカンコウアンナイジョ,秩父地域,長瀞町,長瀞529-4,,36.09486047,139.112277,長瀞町の観光の拠点としてご利用頂ける施設です。『周辺の花情報』『舟の運行状況』『イベントやお祭り情報』『近隣の観光情報』『パンフレットの送付』などを行っています。また、電動レンタサイクルサービス「ながとろ電動旅チャリ」もあり、大自然の中で風を感じながら、長瀞散策が楽しめます。,0494-66-0307（長瀞町観光案内所）,,秩父鉄道「長瀞駅」下車すぐ,関越自動車道「花園」ＩＣより約３０分,,９：００～１７：００,なし,-,,,,,http://www.nagatoro.gr.jp/annaijo/index.htm,食・買,物産・おみやげ,物産販売店・観光案内所・その他,
1183,埼玉県種苗センター,サイタマケンシュビョウセンター,中央地域,鴻巣市,関新田1693-1,,36.0943245,139.5235983,種苗センターでは、県奨励品種の原種生産及び、いちご、りんどうなどのウイルスフリー苗（ウイルスにおかされていない健全な苗）の生産を行い供給しています。他にも、生産者から委託された花・野菜の成型苗やきゅうりの接ぎ木苗、花・野菜のポット苗、水稲苗の生産を行っています。また、事前にご予約で施設内の見学ができます。,048-569-2931,048-569-2935,ＪＲ高崎線「鴻巣駅」下車　徒歩約６０分,東北自動車道「加須」ＩＣより約４０分,,９：００～１６：００,"・土日祝日
・１２/２９～１/３",-,,,,※施設内の見学は要事前予約,http://www.sainourin.or.jp/syubyou/,遊・体,産業観光・工場見学,工場見学・施設見学,体験
